date	who	what	link	helper	counter	flag
2014-08-02	A country with a growing debt pile 	 only spend more money if it is really necessary	http://www.economist.com/news/leaders/21610265-britains-prisons-are-shameful-state-solution-simple-takes-courage-stuffed	1	8	LEADERS
2014-08-02	It is investors who 	 worry more than regulators: they need to remember that central banks will not prop up asset prices for ever	http://www.economist.com/news/leaders/21610266-regulators-should-avoid-tightening-rules-fund-management-industry-fundamental-fears	1	9	LEADERS
2014-08-02	Instead of suggesting that companies construct an ever more fortified Maginot Line to keep external hackers at bay, greater emphasis 	 be placed on spotting the Trojan Horse in their midst	http://www.economist.com/news/letters/21610178-letters-editor	1	10	LETTERS
2014-08-02	Michael MadonFormer deputy assistant secretary for intelligence at the Treasury Department McLean, Virginia    EU and flight MH17 * SIR – Following the slaughter of 200 innocent Europeans, all EU countries 	 ask themselves what role they want to play in propping up Vladimir Putin’s regime (“A web of lies”, July 26th)	http://www.economist.com/news/letters/21610178-letters-editor	1	11	LETTERS
2014-08-02	Whatever the outcome, the parties’ use of a peaceful referendum to settle a complicated political question 	 be seen as a source of pride	http://www.economist.com/news/letters/21610178-letters-editor	1	12	LETTERS
2014-08-02	Funding for the Palestinians, said EU officials, could also be affected since the union would no longer meet costs that legally 	 be borne by the occupying state	http://www.economist.com/news/briefing/21610312-pummelling-gaza-has-cost-israel-sympathy-not-just-europe-also-among-americans	1	13	BRIEFING
2014-08-02	If a president is popular and has done a good job, surely voters 	 have the right to choose him or her again	http://www.economist.com/news/americas/21610299-latin-america-needs-term-limits-how-strict-should-they-be-i-supreme	1	14	AMERICAS
2014-08-02	Perhaps he 	 export it to Ecuador	http://www.economist.com/news/americas/21610299-latin-america-needs-term-limits-how-strict-should-they-be-i-supreme	1	15	AMERICAS
2014-08-02	The way the DAP was revealed may remind some voters that Mr Aquino was slower to condemn the graft stemming from PDAF than an anti-corruption president 	 have been	http://www.economist.com/news/asia/21610286-president-versus-supreme-court-dap-dancing	1	16	ASIA
2014-08-02	Eventually that 	 justify higher pay too	http://www.economist.com/news/britain/21610246-when-it-was-last-size-britains-economy-looked-very-different-resized-and-reshaped	1	17	BRITAIN
2014-08-02	He and his family 	 themselves bear this in mind	http://www.economist.com/news/business/21610238-mukesh-ambani-indias-most-powerful-tycoon-could-make-his-country-better-place-he-would	1	18	BUSINESS
2014-08-02	Internet sales in Europe are expected to grow by half by 2019, which 	 entail about 5m square metres of new warehousing	http://www.economist.com/news/business/21610288-rise-e-commerce-has-set-boom-market-warehouses-stores-value	1	19	BUSINESS
2014-08-02	Deaf children 	 learn “oralism”, he insisted, even if forcing them to try to learn to talk all too often ended in failure	http://www.economist.com/news/obituary/21610179-robert-panara-poet-and-pioneer-deaf-studies-died-july-20th-aged-94-robert-panara	1	20	OBITUARY
2014-08-09	Pimps and madams 	 shudder, too	http://www.economist.com/news/leaders/21611063-internet-making-buying-and-selling-sex-easier-and-safer-governments-should-stop	1	1	LEADERS
2014-08-09	But everyone else 	 cheer	http://www.economist.com/news/leaders/21611063-internet-making-buying-and-selling-sex-easier-and-safer-governments-should-stop	1	2	LEADERS
2014-08-09	Governments 	 seize the moment to rethink their policies	http://www.economist.com/news/leaders/21611063-internet-making-buying-and-selling-sex-easier-and-safer-governments-should-stop	1	3	LEADERS
2014-08-09	Governments 	 focus on deterring and punishing such crimes—and leave consenting adults who wish to buy and sell sex to do so safely and privately online	http://www.economist.com/news/leaders/21611063-internet-making-buying-and-selling-sex-easier-and-safer-governments-should-stop	1	4	LEADERS
2014-08-09	Mr Modi 	 be working to change the subsidy regime instead of scuppering a deal that would have benefited India	http://www.economist.com/news/leaders/21611064-world-trade-organisations-whole-approach-negotiating-free-trade-needs-radical-change-no	1	5	LEADERS
2014-08-09	In theory it 	 promote dealmaking: Europe, say, will let in more South American farm produce in return for being able to sell more cars to South America	http://www.economist.com/news/leaders/21611064-world-trade-organisations-whole-approach-negotiating-free-trade-needs-radical-change-no	1	6	LEADERS
2014-08-09	So Mr Azevêdo 	 ditch the all-encompassing deals to pursue a number of modest ones covering specific industries: seek a deal on cotton, for instance, not one lumping together various bits of farming with customs facilitation (as in the Bali proposal)	http://www.economist.com/news/leaders/21611064-world-trade-organisations-whole-approach-negotiating-free-trade-needs-radical-change-no	1	7	LEADERS
2014-08-09	He 	 aim to get each done in a matter of months	http://www.economist.com/news/leaders/21611064-world-trade-organisations-whole-approach-negotiating-free-trade-needs-radical-change-no	1	8	LEADERS
2014-08-09	In each case, if consensus is not reached, a “coalition of the willing” 	 be allowed to sign up and start reaping the benefits	http://www.economist.com/news/leaders/21611064-world-trade-organisations-whole-approach-negotiating-free-trade-needs-radical-change-no	1	9	LEADERS
2014-08-09	The parallel with Chechnya 	 scare Mr Xi	http://www.economist.com/news/leaders/21611067-iron-fist-xinjiang-fuelling-insurrection-chinas-leadership-must-switch-tactics	1	10	LEADERS
2014-08-09	Uighurs’ religious traditions 	 be respected, so that all Muslims are allowed to visit Mecca, not just those approved by the government	http://www.economist.com/news/leaders/21611067-iron-fist-xinjiang-fuelling-insurrection-chinas-leadership-must-switch-tactics	1	11	LEADERS
2014-08-09	Mr Xi 	 disband the Xinjiang Production and Construction Corps, which runs a vast network of Han-dominated settlements	http://www.economist.com/news/leaders/21611067-iron-fist-xinjiang-fuelling-insurrection-chinas-leadership-must-switch-tactics	1	12	LEADERS
2014-08-09	And China 	 give up persecuting moderate Uighurs, who hardly embrace jihadism but are still angry about the government’s repressive measures	http://www.economist.com/news/leaders/21611067-iron-fist-xinjiang-fuelling-insurrection-chinas-leadership-must-switch-tactics	1	13	LEADERS
2014-08-09	Perhaps the biggest pressure is the passing of time: private-sector workers are incredulous as to why civil servants 	 escape the creative destruction that has changed other offices around the world	http://www.economist.com/news/leaders/21611068-governments-need-rethink-how-they-reward-and-motivate-civil-servants-mandarin-lessons	1	14	LEADERS
2014-08-09	One reason many officials become stuck is their generous pension deals: making pensions portable 	 be a priority	http://www.economist.com/news/leaders/21611068-governments-need-rethink-how-they-reward-and-motivate-civil-servants-mandarin-lessons	1	15	LEADERS
2014-08-09	The government’s prime consideration 	 be to promote the common good	http://www.economist.com/news/letters/21611042-letters-editor	1	16	LETTERS
2014-08-09	We 	 give people the option of ending their life in the presence of loved ones and in their own time, rather than having to endure an unknown period of misery	http://www.economist.com/news/letters/21611042-letters-editor	1	17	LETTERS
2014-08-09	The only solution is an outrageously simple one: Hamas and Palestine 	 drop their arms (rockets and tunnels too) and recognise Israel’s right to exist	http://www.economist.com/news/letters/21611042-letters-editor	1	18	LETTERS
2014-08-09	It is ludicrous and somewhat offensive that a news organisation such as yours, allegedly built on intellectually rigorous analysis, 	 suggest that integrity is determined principally by nationality	http://www.economist.com/news/letters/21611042-letters-editor	1	19	LETTERS
2014-08-09	The stress of living a double life 	 not be underestimated, they caution, and it will not be easy money	http://www.economist.com/news/briefing/21611074-how-new-technology-shaking-up-oldest-business-more-bang-your-buck	1	20	BRIEFING
2014-08-09	But that adds unnecessary hassle and distracts from what 	 be most important: staying safe	http://www.economist.com/news/briefing/21611074-how-new-technology-shaking-up-oldest-business-more-bang-your-buck	1	21	BRIEFING
2014-08-09	The unlevel field Feeling the pinch Neither truth nor justice Reprints     It 	 matter to Narendra Modi, who became prime minister in May	http://www.economist.com/news/asia/21611150-fights-over-english-speak-deeper-problems-education-unlevel-field	1	22	ASIA
2014-08-09	For the survivors of the nightmare their party imposed on Cambodia from 1975 to 1979 it 	 be a moment of catharsis	http://www.economist.com/news/asia/21611106-efforts-confront-asian-atrocities-founder-rocks-political-expediency-neither-truth-nor	1	23	ASIA
2014-08-09	Its neighbours today trust Germany, he thinks, so Germans 	 trust themselves, too	http://www.economist.com/news/europe/21611108-joachim-gauck-pushing-limits-his-office-preaching-new-german-gospel	1	24	EUROPE
2014-08-09	Addressing parliament in June, Gregor Gysi, a leader of The Left, a party descended from East Germany’s Communists, distorted Mr Gauck’s views as meaning that “we 	 take part in more military operations”	http://www.economist.com/news/europe/21611108-joachim-gauck-pushing-limits-his-office-preaching-new-german-gospel	1	25	EUROPE
2014-08-09	“The justification for all this is a word, ‘autodichia’, the doctrine that says parliament 	 have total freedom to manage itself so it does not come under pressure from the government,” says Sergio Rizzo, co-author of “La Casta”, a best-selling book on the privileges of Italy’s political class	http://www.economist.com/news/europe/21611154-parliamentary-workers-are-facing-cut-their-generous-pay-high-class-errand-boys	1	26	EUROPE
2014-08-09	David Cameron 	 pay heed	http://www.economist.com/news/britain/21611087-masterclass-upstaging-rabble-rousers-bravo-darling	1	27	BRITAIN
2014-08-09	Officials often mistake slow progress for prudence, he adds—“but the maximum risk of something going wrong occurs once construction is under way, so you 	 keep that period as short as possible	http://www.economist.com/news/international/21611149-tight-finances-and-rising-expectations-are-remaking-civil-services-modernising	1	28	INTERNATIONAL
2014-08-09	Milton Friedman’s view that business 	 focus on maximising shareholder value has been “interpreted way too narrowly”, Mr Polman argues	http://www.economist.com/news/business/21611103-second-time-its-120-year-history-unilever-trying-redefine-what-it-means-be	1	29	BUSINESS
2014-08-09	Specifically, by 2020, Unilever aims to: “help a billion people to take steps to improve their health and well-being”; halve the environmental impact of its products; and source all its agricultural raw materials sustainably, meaning that they 	 meet requirements covering everything from forest protection to pest control	http://www.economist.com/news/business/21611103-second-time-its-120-year-history-unilever-trying-redefine-what-it-means-be	1	30	BUSINESS
2014-08-09	One of his early books, “London 2000”, published in 1963, argued that London and the south-east 	 be comprehensively rebuilt, with vast areas of the inner cities bulldozed and replaced by blocks of flats, winding streets by a rectilinear system of motorways and on-ramps, and pedestrians segregated from traffic by walkways in the sky	http://www.economist.com/news/obituary/21611035-sir-peter-hall-champion-cities-died-july-30th-aged-82-peter-hall	1	31	OBITUARY
2014-08-16	If Mr Abadi, also a Shia, appoints a cabinet that includes senior Sunnis in prominent positions, as seems likely, he will reduce popular support for the extremists, which 	 help persuade Sunni rebels to switch sides	http://www.economist.com/news/leaders/21612229-combining-military-force-political-brinkmanship-america-making-some-headway-back	1	1	LEADERS
2014-08-16	With America acting as its air force, it 	 be possible to push back IS	http://www.economist.com/news/leaders/21612229-combining-military-force-political-brinkmanship-america-making-some-headway-back	1	2	LEADERS
2014-08-16	But why 	 he pay any heed	http://www.economist.com/news/leaders/21612154-it-would-be-better-turkey-if-presidency-remained-mainly-ceremonial-erdogan-top	1	3	LEADERS
2014-08-16	Mr Erdogan 	 accept that a strong prime minister would be better for Turkey	http://www.economist.com/news/leaders/21612154-it-would-be-better-turkey-if-presidency-remained-mainly-ceremonial-erdogan-top	1	4	LEADERS
2014-08-16	WHAT 	 the world do about Ebola	http://www.economist.com/news/leaders/21612155-price-global-health-eternal-vigilance-unseating-first-horseman	1	5	LEADERS
2014-08-16	The allure of Europe for illegal migrants rests primarily in rich countries; the burden of catching and dealing with them 	 not lie with countries simply because they happen to be en route	http://www.economist.com/news/leaders/21612152-rich-countries-must-take-more-migration-burden-europes-huddled-masses	1	6	LEADERS
2014-08-16	If upheld on appeal, the decision 	 pave the way for players to get a piece of the pie they create at last	http://www.economist.com/news/leaders/21612156-americas-exploitative-college-sports-system-can-be-mended-not-ended-justice-jocks	1	7	LEADERS
2014-08-16	Mr Frank is right that alternatives 	 be compared on value as well as cost: a large literature on the subject that he overlooks does this correctly	http://www.economist.com/news/letters/21612125-letters-editor	1	8	LETTERS
2014-08-16	Adopted in 1948, this calls for refugees to be allowed to return to their homes “and that compensation 	 be paid for the property of those choosing not to return	http://www.economist.com/news/letters/21612125-letters-editor	1	9	LETTERS
2014-08-16	If The Economist really believes that an Israeli government could and 	 accept Resolution 194 then it 	http://www.economist.com/news/letters/21612125-letters-editor	1	10	LETTERS
2014-08-16	Or do you think that there is some clever interpretation of the peace initiative that the Israelis 	 adopt and that the Arabs would view as sufficient to allow the opening of negotiations	http://www.economist.com/news/letters/21612125-letters-editor	1	11	LETTERS
2014-08-16	Someone paying a premium price 	 know they are getting the genuine article	http://www.economist.com/news/letters/21612125-letters-editor	1	12	LETTERS
2014-08-16	“If democracy means representing the majority,” he explains, “as a symbol I think that those with the highest responsibilities 	 live like the majority do, not the minority	http://www.economist.com/news/americas/21612184-jos-mujica-guerrilla-turned-president-latin-americas-most-original-leader-sage	1	13	AMERICAS
2014-08-16	They think he 	 have let the demonstrators wilt in the monsoon heat	http://www.economist.com/news/asia/21612216-former-cricketer-and-cleric-conspire-roil-fragile-democracy-countrys-army-will-try	1	14	ASIA
2014-08-16	Where the army has attempted to control Afghanistan through proxies, including the Afghan Taliban, Mr Sharif is adamant there 	 be no more meddling in Afghan affairs	http://www.economist.com/news/asia/21612216-former-cricketer-and-cleric-conspire-roil-fragile-democracy-countrys-army-will-try	1	15	ASIA
2014-08-16	An oft-stated goal of the reforms is that “judges 	 decide the cases they hear, and they 	http://www.economist.com/news/china/21612161-judges-are-often-impotent-chinas-courtrooms-might-be-changing-realigning-justice	1	16	CHINA
2014-08-16	Most recently, the interior minister, Angelino Alfano, proposed that the EU’s border-management agency, Frontex, 	 take over the running of Mare Nostrum	http://www.economist.com/news/europe/21612228-illegal-migration-causing-strains-across-continent-surge-sea	1	17	EUROPE
2014-08-16	It is a measure of Ukrainian distrust of Russian machinations that an aid convoy 	 be widely suspected of being a Trojan horse for invasion	http://www.economist.com/news/europe/21612236-russia-offers-send-aid-eastern-ukraine-putins-pr-coup	1	18	EUROPE
2014-08-16	DAVID CAMERON reckons people 	 think jolly hard before they vote in Scotland’s upcoming referendum on independence	http://www.economist.com/news/britain/21612194-scotlands-pro-independence-movement-will-outlive-next-months-referendum-ayell-be-back	1	19	BRITAIN
2014-08-16	There 	 be no “neverendum”; the term applied to Quebec’s decades-long deliberations over breaking from Canada	http://www.economist.com/news/britain/21612194-scotlands-pro-independence-movement-will-outlive-next-months-referendum-ayell-be-back	1	20	BRITAIN
2014-08-16	And those, mainly on the left, who think otherwise 	 consider the enormous opportunity, in their proximity to London, poor, grumbling Tilburians are squandering	http://www.economist.com/news/britain/21612148-poor-and-demoralised-thames-side-town-stands-britains-white-working-class-trials	1	21	BRITAIN
2014-08-16	Patients 	 be isolated and kept hydrated, their blood pressure monitored and secondary infections treated	http://www.economist.com/news/international/21612157-spread-ebola-west-africa-deeply-troubling-region-and-world-fever	1	22	INTERNATIONAL
2014-08-16	Those who have come into contact with the infected 	 be watched to see if symptoms develop	http://www.economist.com/news/international/21612157-spread-ebola-west-africa-deeply-troubling-region-and-world-fever	1	23	INTERNATIONAL
2014-08-16	It has laid out steps that governments 	 take, including ensuring health workers’ security, but all it can do is make recommendations	http://www.economist.com/news/international/21612157-spread-ebola-west-africa-deeply-troubling-region-and-world-fever	1	24	INTERNATIONAL
2014-08-16	As African countries get richer, they 	 invest more in their own health systems, too	http://www.economist.com/news/international/21612157-spread-ebola-west-africa-deeply-troubling-region-and-world-fever	1	25	INTERNATIONAL
2014-08-16	The world’s labour exchange And that, in principle, 	 help labour markets work more smoothly, potentially reducing Europe’s youth unemployment rate, for example; or matching some of America’s 20m underemployed with its 4	http://www.economist.com/news/business/21612191-social-network-has-already-shaken-up-way-professionals-are-hired-its-ambitions-go-far	1	26	BUSINESS
2014-08-16	The root cause of Malaysia’s troubles 	 elicit far less pity	http://www.economist.com/news/business/21612190-why-governments-are-so-keen-keep-their-loss-making-airlines-aloft-flags-inconvenience	1	27	BUSINESS
2014-08-23	Three principles 	 guide America	http://www.economist.com/news/leaders/21613263-after-bad-couple-centuries-china-itching-regain-its-place-world-how-should	1	1	LEADERS
2014-08-23	First, it 	 only make promises that it is prepared to keep	http://www.economist.com/news/leaders/21613263-after-bad-couple-centuries-china-itching-regain-its-place-world-how-should	1	2	LEADERS
2014-08-23	Although Taiwan is central to China’s sense of its own honour, America 	 leave Beijing in no doubt that it would come to the island’s defence	http://www.economist.com/news/leaders/21613263-after-bad-couple-centuries-china-itching-regain-its-place-world-how-should	1	3	LEADERS
2014-08-23	And America 	 avoid a cold-war battle for the loyalty of regional powers	http://www.economist.com/news/leaders/21613263-after-bad-couple-centuries-china-itching-regain-its-place-world-how-should	1	4	LEADERS
2014-08-23	Lastly, America will find it easier to include China in new projects than to give ground on old ones—and 	 make more effort to do so	http://www.economist.com/news/leaders/21613263-after-bad-couple-centuries-china-itching-regain-its-place-world-how-should	1	5	LEADERS
2014-08-23	It is nonsensical that America 	 be leading the formation of the region’s biggest free-trade area, the Trans-Pacific Partnership, without the inclusion of the region’s largest economy	http://www.economist.com/news/leaders/21613263-after-bad-couple-centuries-china-itching-regain-its-place-world-how-should	1	6	LEADERS
2014-08-23	Let the dragon in Why 	 China be satisfied with a bit more engagement when primacy is what it seeks	http://www.economist.com/news/leaders/21613263-after-bad-couple-centuries-china-itching-regain-its-place-world-how-should	1	7	LEADERS
2014-08-23	Mr Obama 	 now do what he ought to have done all along: give a decent supply of arms to Syria’s moderate rebels, who are equally menaced by IS	http://www.economist.com/news/leaders/21613260-if-islamic-state-be-stopped-iraq-it-must-be-stopped-syria-too-stop-them-both	1	8	LEADERS
2014-08-23	Many of those countries 	 not just back the mission, but join it	http://www.economist.com/news/leaders/21613260-if-islamic-state-be-stopped-iraq-it-must-be-stopped-syria-too-stop-them-both	1	9	LEADERS
2014-08-23	If Mr Obama is rebuffed in the Security Council, or if Russia holds out for an unacceptable shift in America’s policy towards Mr Assad, he 	 nevertheless go ahead and hit IS on both sides of the border	http://www.economist.com/news/leaders/21613260-if-islamic-state-be-stopped-iraq-it-must-be-stopped-syria-too-stop-them-both	1	10	LEADERS
2014-08-23	The first and simplest lesson is that cops 	 wear cameras	http://www.economist.com/news/leaders/21613261-there-no-excuse-rioting-smarter-policing-would-make-it-less-likely-lessons	1	11	LEADERS
2014-08-23	In the longer term, America 	 ponder three things	http://www.economist.com/news/leaders/21613261-there-no-excuse-rioting-smarter-policing-would-make-it-less-likely-lessons	1	12	LEADERS
2014-08-23	This is not to say that Ferguson 	 have sacked the white officers and replaced them with blacks; that would be illegal	http://www.economist.com/news/leaders/21613261-there-no-excuse-rioting-smarter-policing-would-make-it-less-likely-lessons	1	13	LEADERS
2014-08-23	But the broken windows of Ferguson 	 remind America’s leaders that they have to try	http://www.economist.com/news/leaders/21613261-there-no-excuse-rioting-smarter-policing-would-make-it-less-likely-lessons	1	14	LEADERS
2014-08-23	In this sectionWhat China wants Stop them in both places The lessons of Ferguson Be bold, Mario Seeing the wood Reprints     European policymakers 	 study their peers	http://www.economist.com/news/leaders/21613259-european-central-bank-should-learn-success-unconventional-policies-america-and	1	15	LEADERS
2014-08-23	This 	 frighten the bank—once entrenched, such expectations are hard to dislodge	http://www.economist.com/news/leaders/21613259-european-central-bank-should-learn-success-unconventional-policies-america-and	1	16	LEADERS
2014-08-23	And they 	 fund an all-purpose UN programme to improve forest management in tropical countries called REDD+ (Reducing Emissions from Deforestation and Forest Degradation)	http://www.economist.com/news/leaders/21613262-saving-trees-one-best-ways-saving-environment-seeing-wood	1	17	LEADERS
2014-08-23	They 	 be willing to spend a few millions abroad, protecting tropical forests that reduce emissions a lot	http://www.economist.com/news/leaders/21613262-saving-trees-one-best-ways-saving-environment-seeing-wood	1	18	LEADERS
2014-08-23	Call me a pedant if you will, but The Economist 	 get it right	http://www.economist.com/news/letters/21613153-letters-editor	1	19	LETTERS
2014-08-23	It is only right that it 	 be named correctly	http://www.economist.com/news/letters/21613153-letters-editor	1	20	LETTERS
2014-08-23	This suggests that representatives and mayors 	 serve three three-year terms and senators, governors and presidents 	http://www.economist.com/news/letters/21613153-letters-editor	1	21	LETTERS
2014-08-23	AGUSTÍN BARRIOS GÓMEZ Congressman, Congress of MexicoMexico City    Fighting for freedom SIR – Charlemagne’s observation (July 26th) that some politicians think Europe 	 be prepared to “pull back” over Ukraine rather than escalate a conflict with Russia brought to mind a quote from John Stuart Mill: War is an ugly thing, but not the ugliest of things: the decayed and degraded state of moral and patriotic feeling which thinks that nothing is worth war is much worse…A man who has nothing which he is willing to fight for, nothing which he cares more about than he does about his personal safety, is a miserable creature who has no chance of being free, unless made and kept so by the exertions of better men than himself	http://www.economist.com/news/letters/21613153-letters-editor	1	22	LETTERS
2014-08-23	This defies the concept of a liberal democracy that 	 represent the whole society	http://www.economist.com/news/letters/21613153-letters-editor	1	23	LETTERS
2014-08-23	That 	 herald more liberal policies and, as important, leave states rather than the centre to make many of the decisions on policy and spending	http://www.economist.com/news/asia/21613342-narendra-modi-stern-headmaster-early-days	1	24	ASIA
2014-08-23	One, Rajasthan, is emerging as a liberal front-runner: it has just eased labour laws and is rethinking how welfare 	 work	http://www.economist.com/news/asia/21613342-narendra-modi-stern-headmaster-early-days	1	25	ASIA
2014-08-23	He says India’s is a “Hindutva” culture; all Indians 	 be called Hindus, which is news to the fifth of the population who are Muslims or members of other faiths	http://www.economist.com/news/asia/21613342-narendra-modi-stern-headmaster-early-days	1	26	ASIA
2014-08-23	In principle, both Kiev and Moscow 	 favour a political rather than a military end to the war	http://www.economist.com/news/europe/21613313-fighting-eastern-ukraine-intensifies-pro-russian-rebels-lose-ground-raising-fresh	1	27	EUROPE
2014-08-23	Now its government is clear that, just as Kosovo 	 be part of Serbia, so Crimea 	http://www.economist.com/news/europe/21613291-serbia-torn-between-its-old-ally-russia-and-european-union-divided-loyalties	1	28	EUROPE
2014-08-23	Other types of therapy, say advocates, 	 pay for themselves by saving health-care costs and increasing productivity	http://www.economist.com/news/britain/21613325-professional-schism-hinders-britains-mental-health-system-body-and-soul	1	29	BRITAIN
2014-08-23	Another risk is that Mr Cameron’s pronouncements outstrip America’s eagerness to act, leaving Britain isolated 	 the Obama administration commit itself no further	http://www.economist.com/news/britain/21613332-government-flip-flops-between-belligerence-and-caution-camerons-confusions	1	30	BRITAIN
2014-08-23	Countries that share a colonial legacy, including language and culture, 	 trade together far more prodigiously than Britain and India do	http://www.economist.com/news/britain/21613328-improve-his-grasp-anglo-indian-relations-david-cameron-should-watch-more-cricket-great	1	31	BRITAIN
2014-08-23	In world trade and climate negotiations, where India has been unhelpful, and in its recent high-handed treatment of foreign investors, its bad behaviour 	 be condemned and resisted	http://www.economist.com/news/britain/21613328-improve-his-grasp-anglo-indian-relations-david-cameron-should-watch-more-cricket-great	1	32	BRITAIN
2014-08-23	And in a fading corner of their cultural memory, haunted by self-righteous but upstanding Victorians such as Harris, is perhaps a small feeling that the creators of cricket 	 hold India to a higher standard	http://www.economist.com/news/britain/21613328-improve-his-grasp-anglo-indian-relations-david-cameron-should-watch-more-cricket-great	1	33	BRITAIN
2014-08-23	Mr Cameron 	 honour that	http://www.economist.com/news/britain/21613328-improve-his-grasp-anglo-indian-relations-david-cameron-should-watch-more-cricket-great	1	34	BRITAIN
2014-08-23	The idea is that users of clean water and other benefits from the forest 	 pay for them, using markets in which they are buyers and the people who look after the trees are sellers	http://www.economist.com/news/international/21613327-new-ideas-what-speeds-up-deforestation-and-what-slows-it-down-clearing-trees	1	35	INTERNATIONAL
2014-08-23	The recent privatisation of electricity generation and distribution 	 bring more reliable power supplies	http://www.economist.com/news/business/21613341-make-it-big-africa-business-must-succeed-nigeria-continents-largest-market-no	1	36	BUSINESS
2014-08-23	As the businesses belong to the employees, the incentives of managers and proprietors 	 be aligned	http://www.economist.com/news/business/21613340-deloitte-prepares-vote-new-ceo-electing-boss	1	37	BUSINESS
2014-08-23	There are good reasons why vocational education 	 be gaining ground	http://www.economist.com/news/business/21613279-retooling-vocational-education-got-skills	1	38	BUSINESS
2014-08-30	But justice 	 not be based on extortion behind closed doors	http://www.economist.com/news/leaders/21614138-companies-must-be-punished-when-they-do-wrong-legal-system-has-become-extortion	1	1	LEADERS
2014-08-30	Why a state government 	 get any share at all of a French firm’s fine for defying the federal government’s foreign policy is not clear	http://www.economist.com/news/leaders/21614138-companies-must-be-punished-when-they-do-wrong-legal-system-has-become-extortion	1	2	LEADERS
2014-08-30	That is hardly in the interests of the regulators or their managerial prey, but shareholders at least 	 push for that	http://www.economist.com/news/leaders/21614138-companies-must-be-punished-when-they-do-wrong-legal-system-has-become-extortion	1	3	LEADERS
2014-08-30	Prosecutors and regulators 	 also be required to publish the reasons why, given the gravity of their initial accusations, they did not take the matter all the way to court	http://www.economist.com/news/leaders/21614138-companies-must-be-punished-when-they-do-wrong-legal-system-has-become-extortion	1	4	LEADERS
2014-08-30	Angie, we can say you never tried Despite the gloom, there 	 be scope here for a bargain	http://www.economist.com/news/leaders/21614137-if-germany-france-and-italy-cannot-find-way-refloat-europes-economy-euro-may-yet-be	1	5	LEADERS
2014-08-30	If Mr Hollande and Mr Renzi can show they are sincere about structural reforms, Mrs Merkel 	 be willing to tolerate an easier fiscal stance (including higher public investment in Germany) and a looser monetary policy	http://www.economist.com/news/leaders/21614137-if-germany-france-and-italy-cannot-find-way-refloat-europes-economy-euro-may-yet-be	1	6	LEADERS
2014-08-30	NATO’s European members 	 show their serious intent in another way, too	http://www.economist.com/news/leaders/21614140-western-alliance-responding-better-russian-aggression-ukraine-there-more	1	7	LEADERS
2014-08-30	What NATO needs above all is more deployable and better-equipped forces—and European leaders prepared to tell their voters why they 	 pay for them	http://www.economist.com/news/leaders/21614140-western-alliance-responding-better-russian-aggression-ukraine-there-more	1	8	LEADERS
2014-08-30	It is welcome that the world’s most populous democracy 	 make its influence felt in its region	http://www.economist.com/news/leaders/21614139-asia-will-gain-india-finally-taking-foreign-policy-seriously-eastern-promises	1	9	LEADERS
2014-08-30	Given how much it has to gain from peace with Pakistan, India 	 strive to launch talks that were recently put off because it objected to contacts between Pakistani diplomats and Kashmiri separatists	http://www.economist.com/news/leaders/21614139-asia-will-gain-india-finally-taking-foreign-policy-seriously-eastern-promises	1	10	LEADERS
2014-08-30	For Mr Modi, a Hindu nationalist who is feared by many Indian Muslims, a settlement with Pakistan 	 be a special priority	http://www.economist.com/news/leaders/21614139-asia-will-gain-india-finally-taking-foreign-policy-seriously-eastern-promises	1	11	LEADERS
2014-08-30	Second, to promote India as a trading nation, Mr Modi 	 ditch protectionism	http://www.economist.com/news/leaders/21614139-asia-will-gain-india-finally-taking-foreign-policy-seriously-eastern-promises	1	12	LEADERS
2014-08-30	Palestinians 	 query the common sense, let alone the morality, of Hamas firing its fairly useless rockets randomly into Israel if the result is destruction for Gaza on such a scale	http://www.economist.com/news/leaders/21614143-sadly-end-fighting-unlikely-mark-beginning-peace-war-without	1	13	LEADERS
2014-08-30	By the same logic, do you think it is right that people 	 sell their organs	http://www.economist.com/news/letters/21614083-letters-editor	1	14	LETTERS
2014-08-30	More sensitivity was required and you 	 have avoided giving the impression of titillating readers and objectifying sex workers	http://www.economist.com/news/letters/21614083-letters-editor	1	15	LETTERS
2014-08-30	David DoeOxted, Surrey    The Iraq problem * SIR – I was struck when reading your recent leader about the current situation in Iraq that you stressed what America is doing and 	 be doing with no mention of your own government’s involvement (“Back to Iraq”, August 16th)	http://www.economist.com/news/letters/21614083-letters-editor	1	16	LETTERS
2014-08-30	Why do you assume that the entire burden of the Western reaction to events in Iraq 	 fall on America, with only 5-6% of the world’s population	http://www.economist.com/news/letters/21614083-letters-editor	1	17	LETTERS
2014-08-30	I have many misgivings about current American actions in Iraq but I feel that other nations, unless they contribute to solving the Iraq problem, 	 not criticise or advise us to commit our blood and money to the anti-ISIS battle	http://www.economist.com/news/letters/21614083-letters-editor	1	18	LETTERS
2014-08-30	This might be a worthwhile endeavour but the people risking life and limb and training all year to generate these sums 	 be acknowledged and compensated—with paychecks, health insurance, and a pension—for what they are: hired athletic entertainers	http://www.economist.com/news/letters/21614083-letters-editor	1	19	LETTERS
2014-08-30	These sports 	 be regulated and compensated the same as any other entertainment	http://www.economist.com/news/letters/21614083-letters-editor	1	20	LETTERS
2014-08-30	The school factor 	 be dispensed with and the money stream 	http://www.economist.com/news/letters/21614083-letters-editor	1	21	LETTERS
